,DQN,DDQN,Priority
1539,231.11261754447747,219.7007525171489,235.6005719828476
1540,231.13698038155792,219.66999039171486,235.7059394214159
1541,231.55951889669387,219.2182636890255,238.35680567278374
1542,231.30984196738672,219.63616558126176,238.61972497167775
1543,230.9779635417765,219.2434604913389,239.38047783215512
1544,231.19588747880422,219.48429216311848,239.58215843514617
1545,230.8826758685608,219.13064795778917,240.7765248963434
1546,228.2752343016413,219.08621496668363,241.04435262136124
1547,227.59392548041268,217.76705859622948,241.6277606795544
1548,227.86781492469925,217.0982095732014,242.0925833245556
1549,228.35826299214122,217.51415319806685,242.6108467425217
1550,227.62853517399694,217.51343268143413,242.77887328435506
1551,227.46361810500707,217.78730764783265,242.58467347820633
1552,229.2271567837493,217.8893630042898,242.41414021188916
1553,228.6181829765142,217.8478571988535,242.8468404844055
1554,228.49813062392025,217.7168350974469,242.67994521890625
1555,228.0535210816621,218.25702102622054,242.7052575663932
1556,228.11635261115785,218.34872245842485,242.28367400233262
1557,228.00830105276822,217.85250624941676,242.00574792535033
1558,227.81238539208982,217.27822513873122,242.14111356711936
1559,228.42199044644462,216.9129004897921,242.3822909741471
1560,228.58317813619794,217.1049700502763,242.21334485365415
1561,228.3414503337803,217.24068996347575,242.42531886254926
1562,228.55610921812007,215.0589724552948,245.36803166258358
1563,228.76202095860108,213.686546789904,244.94769607964201
1564,228.7557455648162,214.48855140455973,245.5057236297411
1565,228.32183092728167,214.21803332679016,245.30078475865957
1566,228.3231744768423,214.5196768626838,245.73649242535234
1567,228.52597192892682,214.79846478326735,245.63915190630226
1568,228.77209687436078,214.97905341975468,245.71702352743768
1569,228.26940930433568,215.04894494672033,246.0149660254573
1570,230.6593137034683,215.2142157971408,246.01875409936466
1571,230.84845355923989,215.30361630505976,246.03201958347702
1572,228.65623583674122,215.412221690959,246.59300596277134
1573,228.7014621308608,214.99478116053496,246.74761965842978
1574,228.93660515002549,215.26773740594115,247.02273252372296
1575,228.6248535997117,214.70921438439476,247.37945001302995
1576,228.90261778794812,214.17336229657482,247.2067917155036
1577,229.1250861424044,214.46025485601695,247.56120073774048
1578,229.20315655308772,215.28094279944784,248.31822662319183
1579,229.05012439363793,215.3195442020359,248.4640964457471
1580,228.9653364561519,216.09963122145098,248.7363780413207
1581,227.67272739977844,216.31865240333485,248.7827332184913
1582,227.7217108458995,215.54878507131625,248.73190470999123
1583,227.85192375137404,216.31948988209516,248.97801087123185
1584,227.50386659306946,218.9742951260721,248.65094083614127
1585,227.49243908103924,218.96824995768606,248.66500355964075
1586,228.2197224361557,218.52971035913782,248.18241863775776
1587,227.8909713152989,217.82321756470074,245.4114618759639
1588,227.6015365173281,217.77863905226036,245.7104993569678
1589,227.64116646954648,220.36486570731336,245.98016537248068
1590,227.84373009028437,219.86706520028088,246.58766162808672
1591,228.63770243311825,219.97293403328683,246.58958136876197
1592,228.6238753135201,220.07470749450673,246.90227187292479
1593,228.4629508913413,220.14518380686746,246.6142983024013
1594,228.99043668076376,220.5921415753842,246.76467375310418
1595,228.86605690606055,220.83962951356997,247.77630067621365
1596,228.80074718180808,221.11281499732658,247.587224713399
1597,229.00121759844626,221.37410033058168,247.50577840989752
1598,229.4834779641303,224.2675233915539,246.85205760254368
1599,228.87931309178276,224.80486455675407,247.14725828648193
1600,229.36112685524668,225.5587605318334,247.05871706846855
1601,227.16351458885933,226.35891181369232,248.10580109028157
1602,227.96017594136984,226.34511841867533,247.97744671992538
1603,227.3928300791688,227.1730426327836,248.10520614330107
1604,226.5957555440813,227.32730559251402,248.35299939310949
1605,227.53690280398692,227.9452159069785,248.06588419411798
1606,227.20463349649063,228.15599493881047,248.55067032202845
1607,227.29359784461028,228.74956911652222,248.5736626344286
1608,227.66062296806152,229.6635425196613,248.66166669433886
1609,227.98323118986093,229.61495732198296,248.849879103601
1610,228.09419048016622,230.06318872663311,249.1805261367984
1611,228.12162693212022,230.4383508683934,248.85407586379785
1612,227.89356869749707,230.25951885459696,251.18928668218823
1613,228.60689856204996,230.35801024795322,251.13735143658366
1614,229.04692950274887,230.5615789207708,251.07795134223298
1615,229.48753810976268,230.6936680939295,251.07508429400815
1616,230.11976088562483,230.9703330810936,250.8761921811848
1617,230.39604424933722,231.2524488745379,248.92499656606458
1618,230.9103234254291,232.1046471396893,248.66363080130475
1619,230.97027212094875,233.32494164482975,248.95193936657074
1620,230.85726065936728,232.7310004410124,248.83809030877924
1621,228.6090188576359,233.2058184766043,248.6000410840871
1622,228.04951929249316,232.70549016250837,248.18714913821574
1623,226.66475615225474,233.0562844515605,248.47775647147674
1624,226.61496531633384,233.22159731433285,248.1476945727255
1625,226.25468473075932,233.52877087922244,247.55187960915893
1626,223.54910958837382,233.43963836699953,247.7683792335164
1627,223.23508114869645,233.742810796398,247.7078518244994
1628,223.14766298564268,234.03717147551558,248.2804580046801
1629,224.1130483530381,234.14204725826062,248.80368890529405
1630,221.1922333832232,234.22308189991975,248.67225745279066
1631,219.39835972470087,237.04008777565193,248.41715027456536
1632,219.01106504471463,237.124046561801,248.2035841466395
1633,218.32821605957207,236.70845320228574,248.87728865621747
1634,218.47365710663522,236.57254757519306,248.82806349323448
1635,218.1682832617598,238.08634233652944,248.9244759428323
1636,218.40588745500273,238.18028378346364,249.02604831572316
1637,218.49291875542426,238.42144946252756,249.31144883362825
1638,221.0098424381903,238.68572697171265,249.54620631189698
1639,223.246514098446,239.09017353920134,247.34356338322763
1640,222.89498269969846,239.313009090959,247.49851348339664
1641,222.65454320805114,240.04599142751766,247.50747807100836
1642,222.4885358323771,240.2371298873109,247.40694380203198
1643,222.73111338885326,239.62194831501506,247.08206060008106
1644,222.81624527040861,239.49503361523793,247.62753291761265
1645,221.99284851948877,238.6519688924065,247.49846185337074
1646,223.83165905385388,239.2647946450653,247.13745784564887
1647,224.68460413142992,241.13177396275,247.2062535573017
1648,224.04399885758647,241.6302086216946,247.00578402783378
1649,223.78610241553858,241.36768392994188,246.75054554420976
1650,223.53043133005653,241.2304267154773,246.94853139719845
1651,223.39596920775014,241.28353663142076,246.98147761695233
1652,223.263725860304,241.54925638624613,246.90882885371454
1653,223.5654909742192,241.6473494598044,247.13742989864414
1654,224.06844522140128,241.5144628600171,247.2776609338225
1655,224.36378196754492,241.47685707224008,247.4554235830795
1656,223.5852944010894,241.23042806166947,247.79179096456676
1657,224.33864600379286,241.09005496917507,247.98709235179476
1658,221.07480836440013,242.0071412976752,247.9798162066155
1659,221.36857611616495,242.32434946531117,247.98579163760792
1660,221.0046590064035,242.41448638639497,247.90971753322188
1661,218.32804181138428,242.40859819186528,248.26678477210143
1662,218.39354414985937,245.38636595104535,248.0089188039521
1663,217.75988541550893,246.7811097798782,248.06757343547073
1664,217.77777508516618,246.64255370096092,248.11061725606152
1665,217.83558174779483,247.6283377513313,248.76922853349225
1666,217.3973468065624,246.68854783748196,248.9031555249007
1667,217.14205055590074,245.72772174747678,249.44386734833762
1668,217.27281571748097,245.6349820169167,249.46165680572423
1669,214.5699161028224,246.10964827051754,249.5041729880932
1670,211.85993243388802,246.03853671845368,249.24694079569005
1671,211.7973867850376,246.0857006291274,247.14323600106331
1672,209.10348594532775,246.21932039797412,246.91837000496477
1673,202.70589239132275,247.02720141249517,247.09873255190675
1674,202.00899335351784,247.2901691909599,247.64307396132253
1675,202.08878191928704,247.98955508734386,247.42183446883246
1676,201.82105294761124,248.52861562050873,247.3013765357365
1677,197.37295611403977,247.4649310663604,247.55674799108093
1678,197.70326425638592,247.46915985528574,247.14047968794407
1679,197.81100389739774,247.66807541825867,247.4562249902873
1680,194.65208151253083,247.8220254533182,247.3908024624304
1681,196.1006837374065,247.6821279115905,247.4093490159364
1682,195.07324523049581,248.35373344488443,247.98432678422216
1683,194.89081511962465,248.32113166610998,247.9675543693026
1684,194.89483192677108,247.94590734550013,248.0065320838911
1685,194.46117861879299,248.14228954444877,248.17806232249313
1686,193.77432421398365,248.86951997403153,248.76134586369997
1687,193.92135765644392,249.8893091283189,251.14539711265058
1688,194.7124760435637,249.96749595912354,251.1628201649485
1689,195.1794515908695,250.30095134378757,251.49858544605186
1690,194.81112047957356,250.8088075322689,251.4449856755912
1691,194.7098325901539,251.0351703100744,249.20241341468005
1692,194.62551669583806,250.01483922919502,249.26532450975625
1693,191.30362821917618,248.12345514443797,249.5078699446688
1694,188.470428498275,248.27126720033695,249.59046954025158
1695,187.5451588860189,248.01308787848018,249.5689271455077
1696,188.65462760788003,247.85871986850546,250.1674403549037
1697,188.69719169449453,246.95432167193584,250.15734986297906
1698,188.41254059727987,247.08820599982846,247.98965796710166
1699,188.86246006352408,247.24585174364682,247.55113316185222
1700,188.42267928856756,247.1874628927413,247.69244851494255
1701,191.18726179022698,247.0735826960371,247.3542724462735
1702,190.7988097333934,247.171540302526,247.7508607681035
1703,190.5847724560923,247.13209824179035,247.7499712505096
1704,191.06798699473975,247.24035138820784,248.01186263275028
1705,190.59660556859492,247.3853948491073,248.22855170775827
1706,190.3839072990755,247.2827664787753,248.09698462803382
1707,190.80377897691315,245.07337549200653,247.90199494243768
1708,190.34052144300634,244.735993148959,248.1736767073849
1709,190.03181497831542,244.44884085312947,248.10768451414003
1710,186.8963291217411,244.93082243973532,247.78397264682232
1711,184.03461905528715,244.67302482541953,248.16989433948805
1712,181.71644748560826,245.10868608040542,248.56698728207994
1713,181.16110165248836,245.14949351031217,248.8454644134741
1714,181.0909557711995,244.91940161373506,249.28617432963676
1715,180.83217288651912,245.26634494644938,249.344157227505
1716,180.3321861187318,245.68035004087065,249.94494286306315
1717,181.04941046276107,245.82635144988433,251.94180005601484
1718,180.90206855388297,245.550983969689,252.36308539307683
1719,180.75736137303596,245.30946097327922,252.07267654647222
1720,180.75174714561408,245.7335495272138,251.9210989306249
1721,182.7428014322344,245.1625481238261,251.86557304376842
1722,182.70906992488702,245.42481312548418,252.06044684671045
1723,183.81255702391408,245.70971373367811,251.89141950405886
1724,180.92504680671794,245.40138629768674,252.05783179985667
1725,178.77250476525307,245.95380865286634,250.29786846756167
1726,181.13972683819517,245.6408404564879,250.14017008501153
1727,181.19864251433344,245.78914075968535,249.717321913212
1728,181.29412100013772,246.36217527706165,247.34810881771824
1729,180.9865102553127,246.43891841001997,246.45043179217828
1730,184.57649198425813,246.72316397764732,246.70152247483367
1731,186.58040189361583,244.35409771820056,246.82701730188387
1732,186.38580827115157,243.73529818751678,246.66814424492972
1733,186.90329965063202,244.3468314126245,246.20313980169342
1734,186.49751136568457,244.49081712145687,246.48637590980096
1735,188.56904148465605,244.68156951060826,244.32951371439293
1736,188.3685259726731,245.26770754852546,244.27385600969933
1737,188.9245380217922,245.43275870577824,244.32421428590092
1738,186.4256954154281,245.183040331798,244.38129192918876
1739,186.38622112959246,244.5963222930964,247.07069788258497
1740,186.220339497857,244.2007005877276,246.59843280656372
1741,186.1502403940237,244.04704225647103,246.87328889429867
1742,187.03187360565138,244.05689853356895,244.82196170048041
1743,186.66240046331453,245.0474987433878,245.14390338854852
1744,186.51962520531288,242.43042510987618,245.11652291420333
1745,187.48061571988518,241.89435372761744,244.7871334252849
1746,188.0660770040121,241.77969571936887,242.61299829130905
1747,184.5427540312602,241.79425995198403,242.8763912790376
1748,184.93348394226715,242.0025063537193,242.51718460733818
1749,184.7574476294934,239.70719572792535,240.30959648248393
1750,184.85831028626708,239.33653192859612,240.05474813113793
1751,184.98297624115222,238.85436286538305,240.05275130878053
1752,184.37564640384343,238.96082655606503,239.99156062117203
1753,184.42185187222066,238.45104227455434,239.7516561215054
1754,181.01893549297415,238.4513769993513,239.8327270033829
1755,180.64465255672997,238.23470001399048,240.04527566156037
1756,180.9497365932037,238.8423038469938,240.2662120322921
1757,180.6338287203318,239.2023278189647,240.36904990035566
1758,184.00394644749812,238.71939695584467,238.35620083822974
1759,183.19062946024687,235.89288795836876,238.53693719237373
1760,182.77884453187528,233.40206855219313,238.75503952329353
1761,184.90888515232663,233.52773969623402,238.39598801782589
1762,185.06365612487352,233.6738276475443,238.29956888683265
1763,184.2037572052771,233.75786592076713,238.4874123357135
1764,184.35694450554192,233.24525901409575,238.3933210715296
1765,184.7812046294953,232.6011782124171,238.06278235232696
1766,185.00316334111034,233.61601400620327,238.00444888102976
1767,184.95798430786957,234.35737313865428,237.85085544937203
1768,185.06345741581146,234.4137154567856,238.1782803406265
1769,188.09371772450748,234.12591501340194,238.28989405522483
1770,190.0806065265547,234.37321660133247,238.33674766096962
1771,190.80633580433857,234.7076022546574,240.48795322480433
1772,195.5658216647449,233.08550453365825,240.39881835182535
1773,200.3265622135024,233.23719080368173,240.31628213863704
1774,200.67966918488253,233.49009645263075,240.51272477684634
1775,200.92319060578538,233.82797809084016,240.2330265913644
1776,200.24120727538488,233.65137579211785,239.99601736938246
1777,204.41553987730717,235.04809039609768,239.95020054197977
1778,203.83471264752214,234.95092794154053,240.12936969983548
1779,203.30379540365695,234.90356567672632,240.1749778427167
1780,205.97786233869635,234.9275144593057,240.08965172607026
1781,203.38253969476568,234.5232890313978,239.82537923552312
1782,203.7539706612672,234.3488767555803,239.12527008591664
1783,202.40153017710875,234.34190585235186,238.93861043541602
1784,202.27834752597911,234.26716721963285,239.04819928913614
1785,202.42604689726085,231.84931125538515,238.8008509503962
1786,202.32436145614673,229.3463051159945,238.57291332355416
1787,200.8703703848106,229.47508787706334,238.7299091107079
1788,200.97438894939765,229.525698149971,238.52501840062723
1789,198.11747518251272,229.55613794870962,238.0268181241922
1790,198.59398800416201,229.50005160053075,237.8593076003181
1791,195.88289527865115,229.8454134583988,240.07695251787197
1792,196.31357176054942,230.81716892219828,239.9447855408803
1793,199.42203187437056,230.418946189505,238.757534669047
1794,199.32943397751816,230.69632975012726,238.73296395543764
1795,197.5868352157341,230.96385581015926,238.90048775969774
1796,196.49078375062075,230.52140915088876,238.8698848511311
1797,196.37952112718511,231.14668516895404,239.15127218290291
1798,196.34641378372984,231.49207433175914,241.85449454431986
1799,196.24789007101256,231.14313554121628,241.94304277980413
1800,196.02423999353442,231.42162787512154,242.02992170694935
1801,195.43000510358286,231.72116967277236,242.1794142789661
1802,196.10471218082904,229.40122522094197,242.26990825894774
1803,195.48314351056553,229.35391907963748,241.9725066466955
1804,195.63519244610677,229.52835567398563,241.8433223344317
1805,195.42303810265003,229.65969957819846,241.7579855824002
1806,195.91187801205436,227.57625402799775,241.22474742961938
1807,192.9041092359205,227.54025358189318,241.2901722083247
1808,193.3528723766056,225.69742076740582,241.22617768660336
1809,193.79002276550025,223.6982834442796,241.3052511752972
1810,194.1257849749062,223.87231150315984,241.43226143268868
1811,196.85980504848655,223.9734468848001,241.56886757471693
1812,199.500622363528,224.19464817842743,241.36017520677217
1813,199.49181663339238,224.0044706213464,241.48144545911907
1814,199.2717261956034,224.6522797435797,241.03718808601877
1815,199.01539549765528,224.5234325300336,241.00717820238725
1816,199.0171749672045,223.92891942803723,240.52105762462534
1817,197.69407633990292,221.70503715714668,240.20788937613102
1818,197.72697014066432,219.80398235689273,240.1394389839053
1819,197.3840011173622,217.66691485204666,239.92204673365396
1820,196.67310096894525,217.93113479687898,240.20686307626028
1821,196.93829034451176,218.609995268802,239.39958932832351
1822,197.640403316003,218.50933744468097,239.18497509010078
1823,197.5280632575763,218.4068073952809,239.33398275087222
1824,199.52578216967294,219.1778548470555,239.36927577233257
1825,201.97809295307354,218.82567701261527,241.81027364123602
1826,201.831145775909,219.33834487677356,241.88585730560607
1827,201.56775897085691,219.1186894065139,242.2332078085661
1828,198.88389437406465,218.54032390445553,244.53859987096388
1829,198.6438412668077,217.97849850503974,245.68877768994963
1830,198.0965488832246,217.2961655891891,245.58516167733222
1831,195.87453671233322,219.85690940826714,245.68250316971955
1832,195.99284192800712,220.55437276944718,245.39070731256297
1833,195.5001405352985,218.347396858043,245.49267449621172
1834,195.33400011904857,217.76007294405932,244.76033430471006
1835,195.66798202932182,217.3207138993974,246.98914854119303
1836,195.5115503050275,217.3001594783269,247.17201888608278
1837,192.65833267236627,217.23039419495797,247.04231006046456
1838,195.25742871620696,217.6528358548663,247.11589597421892
1839,196.01569966805528,218.3571275018147,246.92719012661925
1840,196.7452211199041,218.54455774788642,247.3504829978458
1841,196.64457188832944,218.63392613637842,247.46399541987026
1842,196.16353262597767,218.78083056824505,249.17226075118714
1843,196.50546604516342,218.56981190623247,248.5120268151313
1844,197.00343538571073,219.13801769299195,248.66850742107403
1845,196.1611032659474,220.92997853627708,249.13576406748126
1846,196.25530105377683,218.70191003943492,251.86167708354506
1847,199.08346964946165,218.81809442224764,251.90944653602025
1848,199.5891288009759,218.75841036396986,252.28674739187716
1849,199.61681085624775,221.24646625508987,255.281692324787
1850,200.20324058358844,221.9801456340545,255.1335257042557
1851,200.4739950480529,220.33615734678978,254.83747165369195
1852,200.84883041407477,219.82151339994735,254.66240587766995
1853,200.70712033860283,220.2999233457466,254.64951840105496
1854,203.59993658035398,220.63247805333776,254.5632748993827
1855,202.1184286735791,221.0086354967919,254.6343576366185
1856,202.44814066198018,220.1541482425443,254.07751684496753
1857,200.80746439336392,220.62098342644344,254.2352683401507
1858,200.64694411526708,220.72859168423005,256.4695822886381
1859,200.83479587034657,221.32196134897194,256.1579638689772
1860,201.7614203578782,223.8346095292884,256.0704920191895
1861,202.3178761853784,224.09352456386935,256.09722806406853
1862,201.84244348788653,223.64063974805708,256.62597882302856
1863,202.98248668160457,221.41950973585008,256.31826347697523
1864,202.2798446443754,222.2697715863865,256.336987669508
1865,201.88864523304667,222.12842717802104,256.59326744703253
1866,201.55402562683466,221.91782852360407,256.62793705021613
1867,201.11571946909197,222.40307677514065,253.76745336784862
1868,200.56835206232662,219.63943903848966,253.31612844605593
1869,200.11956459330239,219.45642429327762,253.4041697531338
1870,200.2371894262408,219.21802335329164,253.4807126274019
1871,199.4760444494967,219.19466551865608,253.88938269793462
1872,199.06474365764225,220.5510358234162,253.88921322644546
1873,200.54885558101444,220.6406996118923,254.19508668019228
1874,200.5300673583764,220.22554373073748,251.51139996218922
1875,200.5377782330376,220.33073634989526,252.0830157209708
1876,197.96011758136393,220.26507016146743,252.24886666646987
1877,197.85341824137487,220.15607879955013,252.28207705706632
1878,197.6594323237192,220.27066619883234,252.5556387351593
1879,196.87573751460835,220.32862662531693,252.45032923579166
1880,196.98181766082564,220.42736836233976,252.41505384933052
1881,196.3826821686163,221.1729729586913,252.15432043046573
1882,196.3774967321222,221.38765428059855,252.57474942033633
1883,198.1562240085364,221.94770574686314,252.70410754827802
1884,198.04350125303804,222.22278645837997,252.84773822235042
1885,196.69486298718243,224.92882801785345,253.19841772856174
1886,196.6171800465436,227.34122665957318,253.30998356181786
1887,198.77553936933546,227.34859689710444,253.3862294014147
1888,198.77175904244984,227.60430641124142,253.7376056791595
1889,201.95535616389253,227.72663297842752,254.2407453475966
1890,201.389076619182,228.2152047424461,254.15192566176498
1891,200.6666811544168,227.67851800899965,254.26974858844287
1892,199.61553485442622,227.83962476410562,254.4038963392253
1893,198.79110891265708,230.0823145846585,255.70961745213444
1894,201.08990466789226,230.41885205278118,255.92594053643413
1895,203.27611512646683,230.23683787598213,255.74698553840332
1896,203.93064807325763,230.8358081517537,255.645204855737
1897,203.55871232519564,230.9849719460713,255.56075592314534
1898,203.19052093759018,230.27734309806695,255.53704383605586
1899,203.23848624893563,230.5441137867508,255.4988083656207
1900,203.089106128177,230.09633701383027,255.8407689322296
1901,202.9605449857932,230.01903518662544,255.62414626608418
1902,202.19795600095352,232.7081292215205,255.2408031908267
1903,203.09766547689088,232.26731365609848,255.6974714966922
1904,203.42072324556048,231.83385325773023,255.88405418807278
1905,202.52777143894735,231.56320984149127,255.70271843266661
1906,201.825836015816,233.81159702275124,256.2016879287541
1907,204.30415986742722,236.06815583859677,256.2051264803097
1908,204.25578922610327,238.10686085489007,255.6557808389143
1909,203.86314039269158,241.00153512953918,255.2924859847497
1910,206.03263578383437,240.8906442573458,255.50466226440537
1911,205.19529113277105,240.82225635041956,255.51862236951743
1912,205.12986837662328,241.01922316067555,255.73674286154736
1913,205.76547539307748,240.95879330455386,255.31279718461064
1914,205.8996663754775,240.44079453162234,255.42294785994028
1915,205.98462535172737,240.16897759037678,255.46463784510723
1916,203.52880872901062,240.29047188159967,255.3998883304229
1917,204.58352996828035,242.14072001838483,255.80936921792397
1918,201.89016618705827,244.37509962579782,255.77781742116701
1919,201.94784414389608,247.0144521303774,256.25276910836624
1920,202.10046726476324,246.57803569270757,255.73853878290458
1921,200.62551038334055,246.27748941711303,256.4526331769778
1922,200.30553146111933,246.63599338344684,256.9199191445473
1923,200.702406286311,246.5101286907709,257.0370031197945
1924,201.63145237180615,245.93473986203335,256.65093780170315
1925,201.8453493011776,246.1699812204791,256.1417018766125
1926,201.55917385940268,246.1505963208315,256.49066152103575
1927,201.82987286215365,246.3912663174022,256.288484235027
1928,204.4571672666094,246.397377864423,256.17228831907863
1929,202.15050461377564,246.87458018623013,255.6989631707685
1930,201.94197106053616,247.02664643022487,256.11050086703415
1931,204.2601830259883,246.85257709265224,255.72714172760408
1932,204.09638566704973,246.65940922154354,256.44196969058777
1933,203.97872823273906,249.15472992328085,256.72657079192976
1934,202.97529266756007,249.49720079684283,257.4747473483678
1935,202.97544649998966,249.15340225429551,257.32764011527803
1936,200.56534412169214,249.04996723320048,257.1623978597889
1937,203.23206749935005,248.864660464239,257.5666356494222
1938,202.62159598758745,248.3257321641851,257.35774739222296
1939,201.6643056045199,248.27819412441383,257.08651874622143
1940,201.6761371553888,248.39015310987205,256.99937861783934
1941,199.43479381575438,248.4698103387671,256.5557039630055
1942,199.00588516723758,248.08454746033877,257.37096030695386
1943,198.77189993166652,246.94007463382192,258.1728366320419
1944,198.50599797026223,249.37501710930584,258.02907221193993
1945,199.34651202128364,249.56262976410133,257.36890099614857
1946,199.049054382048,251.92804384903545,256.9176914546244
1947,199.23397124145063,251.6828399623469,256.9959162794143
1948,198.18473192694884,251.4363319151724,257.09305347055283
1949,198.08050442037245,251.37715579743247,256.7407337473703
1950,197.48446076577272,251.20525750262684,257.2323728140445
1951,197.6848728110131,253.27985229426173,257.2598221832393
1952,197.3524636767149,253.5925690835767,257.3407733889424
1953,197.61774349074076,253.63250392459392,256.75712223452587
1954,197.67198677746356,253.50958772300532,257.10206152024125
1955,198.8441199046032,253.34680690154292,256.68685780026544
1956,199.30178596671445,253.51766144500212,257.38952355159716
1957,201.5694270924506,253.13043583800672,257.18504051921263
1958,198.7373810519334,253.38624813323807,257.1447260711985
1959,198.38997798371528,255.62186040771346,256.9221763555214
1960,197.44709028526827,255.43199964635124,257.03310880931696
1961,197.37298852804182,255.6784901422019,257.1719244300301
1962,197.1105223217949,255.92392587650656,256.79961542880494
1963,197.84085264432488,258.43306098238264,257.38725434084614
1964,198.05376318629914,258.1135621826535,257.59856545531574
1965,197.9681717197371,259.0968027014693,254.41332903931368
1966,198.25110074887067,259.56429479981557,254.3596732938464
1967,198.64709269109287,259.42478170873267,257.3203092762762
1968,198.65873960056018,261.76466931306203,257.24012116425115
1969,199.64646302678946,261.9643656801471,257.03071933677376
1970,199.63511289335955,259.1689573007998,256.67402233731997
1971,199.77928071808853,258.8975754659003,256.5135135035622
1972,200.96300866677353,258.5643298629058,256.63405587929896
1973,201.07431464409285,258.3106585958853,256.0873959470302
1974,198.8643849257573,258.5509408950144,258.4829812920965
1975,199.17604229939386,258.0164931110234,258.58972158744007
1976,202.73941351797785,257.919903624347,258.30098989126105
1977,202.3844555650968,257.9994958152927,258.1906080798283
1978,203.25729531728473,257.73271460551257,257.65466510863354
1979,204.44584408716761,257.8286133720935,257.68154328135205
1980,204.42214983757722,257.06943507615017,257.5979542595486
1981,207.7096044233058,256.7571663096543,257.4444523403406
1982,207.80793893034567,256.87186776814,257.48817675492245
1983,207.1027288269471,256.360052381182,257.76824664379126
1984,207.3193281584293,256.7628267253811,257.61734526480564
1985,208.99536246748718,256.37152953562963,257.5512802578629
1986,209.71022354849163,256.71092767253987,257.25686642750077
1987,208.58400325320562,256.9450550023651,257.25984422931776
1988,208.0563365959185,256.44615448216155,257.0002197116319
1989,206.72717286426501,256.03123528262347,256.6991721365692
1990,207.28958374106688,255.278401084008,256.9064827097855
1991,210.77624248212177,255.43201977492686,256.8925346497063
1992,210.4614479922945,255.04159175265903,256.6196751789757
1993,211.67075537999165,254.97580567032568,256.3718358587905
1994,211.23223373062777,253.70720897247486,255.94118957117516
1995,210.1635073032691,253.91759842456014,256.0493572496868
1996,210.11670643482532,250.84337053585878,256.1507063683686
1997,210.69169782044162,250.97907099038574,256.40887317762224
1998,211.14624843652356,251.29800006751975,256.0793291208969
1999,211.46478373742386,250.5479498237864,256.45095012432665
