,DQN,DDQN,Priority
487,19.54629645122612,70.8681149298218,-15.491946731602615
488,19.54703023053068,69.35829432006625,-14.80109427252604
489,19.761660016839354,70.16923251414327,-14.83922913168743
490,19.957448217277864,68.06546115716347,-16.76869436580631
491,20.863380769036016,69.8358727066797,-14.592220139195382
492,21.146762250279068,67.21224937453658,-12.776583890988878
493,23.178046718297477,65.87804832344382,-13.199260528392616
494,24.80825983145297,67.28970726588693,-12.494217790749374
495,25.053789581231378,65.66421739072776,-11.592027217099421
496,25.580859004012183,67.26354866363106,-11.584499056461711
497,25.830389682395136,69.2323727547596,-11.06891867580839
498,27.495657154473395,69.58514400111476,-12.563125345879925
499,27.240850801413682,70.58013970238875,-13.502355093640697
500,25.026728397192745,69.85920058707579,-13.335874375908912
501,25.276417041541674,70.20973437985268,-13.313946454285954
502,22.283414225434896,71.52004406947918,-12.281948189307663
503,23.144973299098883,73.96055181199786,-12.612757123842526
504,23.015937720123784,73.16040763678951,-12.631617528181948
505,25.23866481772614,70.8082548800852,-12.212301908260656
506,25.327041922820925,69.54527467986627,-11.760474927992908
507,26.155936369781372,72.39094003751859,-11.84589295065638
508,25.916387918004478,72.2715167481886,-12.392661855585692
509,26.849516901710004,72.36296151278646,-11.1525747207511
510,26.643104465169614,73.77613417890112,-11.444657094784644
511,29.190372991468518,76.01060806739564,-10.301915142007083
512,32.029532397384294,75.36032785670817,-6.974926823685376
513,34.39068044939116,75.7037717939411,-6.468635314736233
514,34.69606757335133,74.91547673855634,-5.626848945202082
515,35.14841178719096,75.33670642271473,-5.275481050308663
516,36.75997977474719,76.05416343674727,-4.815090096111165
517,38.53620939574281,74.88190639067678,-3.5796090178127202
518,35.80097738238933,75.8166175895594,-4.368351828644832
519,35.189947937509565,75.46545085292024,-5.274261575789605
520,34.699361720600095,73.599365924165,-4.748566981967158
521,35.305739628008325,73.68319910280643,-5.022005883745697
522,36.17961707010263,71.94120943022658,-2.1719253220619597
523,36.97665138402471,72.3534202133353,-1.9122207639746245
524,39.64623848464396,70.22136186410897,-1.4401305184886053
525,40.874448127684516,71.94552188114017,-0.7280191756631487
526,43.59849636042446,74.73350543137772,-1.356400884307951
527,45.72430392873665,76.9324921151172,-1.0549457289284616
528,43.51587226613164,79.58132430428007,-1.5137766609486187
529,43.971912905654264,79.76859923016067,-1.2166896555715159
530,43.989671078387566,79.83733130079548,-0.870184708075605
531,41.96989377079669,82.30563074536836,-1.600154547722954
532,39.842446472402074,83.24853157645252,-0.8891113846756875
533,41.292557667786575,86.1091721147036,-1.1584690061400624
534,41.432211284875265,87.19371657645193,-0.5957863900621562
535,44.086667900374486,88.02058064683796,-0.4813083462222514
536,44.656177153554765,85.99709859345714,0.2655720274723393
537,44.482080345527585,87.65918920434744,0.40806490181118504
538,44.64512015142414,88.5062653881831,0.5375592230086844
539,44.5703132046165,87.9471426398368,0.4505163843082524
540,44.585382067012596,88.46363826950937,0.10878450448137578
541,44.49740459069761,89.44297147793527,0.288217077515154
542,44.593836949021686,86.8583819137204,0.9057139745740242
543,43.55995646510997,84.93772371754415,4.887669020166158
544,45.27028170444725,84.32860035744645,5.384663224324023
545,44.91472735825009,84.65830647620682,3.8456565459361194
546,47.729316106516436,84.03475987237114,4.641526725018239
547,47.469657744206934,82.67603029114085,5.135785419730674
548,46.78113904923073,82.95383163326265,4.5475295021948225
549,48.797064858681836,82.7748248106805,4.965629350900428
550,46.70213173313495,81.35041734082705,5.688340093198069
551,48.349959308944975,81.22980050990611,5.507228574174198
552,48.21060235754369,82.25776006008171,5.657936574984393
553,48.010180995979866,85.10033201366707,4.242771834697941
554,48.093733619882435,84.41243289982737,3.4809455902964634
555,47.879181641043346,84.78438623850812,2.0023277785031155
556,48.79966141182329,87.50321466134541,2.537233533277415
557,49.97160496350534,84.79465488069778,2.7635253198468512
558,48.43129724251711,85.58963691522383,3.0341766120489484
559,50.09425458574072,85.50219684412886,3.1258641560625016
560,50.6422728523145,84.87799014866643,2.0491670515392024
561,50.64677960263889,84.51731041163099,2.6640464431719364
562,53.43835538617132,84.83691179080272,2.6968527475292285
563,53.50577142084584,81.78082639628667,2.9930673019126797
564,53.506416300977556,81.2345986184011,3.427586748055013
565,53.91513554559879,79.54342024074312,3.035258541933223
566,55.9839476982948,79.5425169306148,2.9179848535304007
567,56.11451323625163,80.3007819778183,2.8979532197317868
568,57.59041025213387,78.92537498262313,0.12970463671950888
569,59.59156035189228,76.21725974205465,0.28171330745865913
570,60.46087025714288,74.5971557287731,0.9508480495565792
571,61.10365558958266,74.57588548785054,1.295663034438705
572,63.17524932332809,75.8417635514004,1.2716203341472287
573,63.67729474141811,76.72717061114359,1.6744306408005618
574,66.45145003701991,77.17712950128866,3.0573035979595797
575,68.07777264990935,79.67650584915414,2.771866796011894
576,66.15113719948974,79.28743067513322,-0.12279117424766028
577,65.87538620028452,77.7483864670753,-0.5187219457591633
578,66.23435707545838,78.49578040995004,-0.7867665903473658
579,67.22158998235749,76.90080517452067,-0.8711834702543103
580,65.53369255259187,76.87369809566448,-0.9319036200692801
581,65.28201691905024,74.08638250581821,-0.4386792289494735
582,62.99212389298334,75.65251688956292,-0.4817319728467191
583,62.683070096391546,77.84622469689003,-0.22926083715813356
584,63.81016904106693,79.0877895770786,0.16678077705873012
585,65.06888951879012,79.82035392309174,0.6390215348298449
586,63.1705279062188,80.84172632333183,1.1446242919688776
587,63.26557142585524,83.14957356916717,1.623961795913671
588,64.8102305335978,83.52420587842954,1.8056613841884366
589,65.10717766090441,83.40002683399851,1.9921985849593216
590,64.8549296494365,84.78970785043418,2.0025022609211582
591,65.60109542189961,82.62668115759179,-0.15787652320377304
592,67.42578850073936,85.1410989962864,-1.6445540412360151
593,65.3999096624971,87.76245577512223,-1.0532586656117962
594,65.28280134621815,87.27401008878593,-0.6749261878164933
595,64.7536770410839,89.02126385094833,-0.9614980123660516
596,66.11409599160868,86.8353293739894,1.3175041271695747
597,65.90397638198345,86.55521334272076,1.627213308980789
598,65.7051725529926,83.82485030457174,3.977507009315076
599,66.96945965548136,83.52743068926611,6.100263365852354
600,69.14668113638639,81.1038982185006,5.4528049726254935
601,69.33885308289078,80.52043379796534,5.249155085552647
602,69.32068681700116,79.571360139398,5.148359671267326
603,70.89617558634426,76.37288619641032,5.437496521279713
604,73.06398312613722,79.86387691068309,5.562874968994498
605,71.26057439874772,80.66751163424924,5.419023712374971
606,73.27623816196369,81.3452867671873,5.525684491364485
607,74.82293149123609,80.48248723397306,5.506301679934823
608,77.51334182143552,80.10815754058109,5.611255436888163
609,78.92215618521493,79.48612397313592,5.4566466737984
610,81.0824544546861,78.83017516963302,5.354531447023113
611,78.39822796939217,77.75916622587533,7.546261245225063
612,77.89080092485702,75.20616782126626,4.541771006761915
613,77.85298524930677,72.9938445629648,5.019597238224192
614,79.5383484426065,76.00978201982703,5.033233680558126
615,79.6659068326005,78.02151422305121,5.061258267553201
616,80.59781150043406,77.9000287143534,4.8085201186528455
617,79.61850901400526,75.52580573444996,5.3465228183975775
618,82.12056941385245,75.26778568041253,6.013432866932089
619,82.40209735625677,77.68585840235671,5.728529114354206
620,84.93091021620491,80.72014153326478,5.734210974733543
621,83.6785364881459,81.71649275447383,6.064348277171316
622,85.94532717734795,83.30207796334174,7.9926868034777785
623,87.74864996012676,84.93643126274817,8.156921257140816
624,84.70753722531977,87.12809842834358,9.845611707718511
625,83.89005567071634,86.80660575366313,9.906730894122514
626,81.43283620491815,86.43382829529551,9.541082036702917
627,81.83009580035925,86.599699613604,9.273449126961719
628,82.98642321214052,87.04782919336775,9.158776880320572
629,84.38971992867805,87.83322091991016,9.171050814883863
630,84.92879072072088,89.62004849635376,11.192480139161223
631,87.27171115294715,86.84300078936693,11.08030642507101
632,89.5336683462087,89.78942698282734,11.249699642162419
633,89.34410538872953,89.57770820201036,11.28664478035097
634,91.55986671995956,90.37185157840192,12.680890595979474
635,91.06652888364735,91.49981067322453,13.17810894255243
636,91.72509528080971,93.02134333644736,13.129654329154668
637,93.9279528923209,93.28027349200426,14.965284729644647
638,95.93507664003828,95.93358488002495,15.167584221268664
639,97.5698903677772,97.54352283335864,16.890312372922246
640,99.8162391629644,99.34240809128997,16.6850584455384
641,102.0169921248283,101.0930646551104,16.568756465265984
642,104.89804716173936,103.50028166297383,16.283004225346257
643,106.3069528740816,105.86972372730544,14.340774455311445
644,107.09853350317579,108.88663609939704,14.388210652685384
645,109.10350959404464,110.69859091644021,15.6749245602934
646,108.19012566779357,113.1727911557289,14.180690213600366
647,110.2199091946241,115.47785753057933,13.83030911676869
648,110.49014147291234,116.29729728349598,13.710645229511535
649,110.41033520204064,116.14901434616246,13.348518866119882
650,112.74602082135313,117.24861394201075,14.240396909398285
651,113.12142032925172,120.10128452223455,15.571046081994066
652,115.08895660383536,122.80061914227461,15.29293970571947
653,115.66903794517879,119.95663726326836,16.39602720772958
654,117.31030983106821,123.50216758035367,17.03230337762652
655,120.04084340955114,125.89650240647399,17.689919811215056
656,121.51944613724828,125.71709870758245,17.738589355532746
657,122.18381360842936,128.51941405470419,16.97548131726366
658,123.8324599489281,130.0308402247683,16.723006643709866
659,125.18814264409069,130.9656212158021,16.659715462173654
660,127.04215131158826,131.1711061842161,18.03751323422729
661,129.41255225551592,131.20999538437064,19.11237848108137
662,128.96675042548213,133.93690610291958,18.836009505477836
663,126.24060619689217,137.70395401337382,20.160145448799135
664,125.71828391258526,137.4316965086003,19.63409309027066
665,125.76022830174243,139.27278963997313,19.25294576157303
666,126.17248052531853,140.1206075269232,19.30503257128357
667,128.55136299561326,139.67260162125328,19.640175725352254
668,129.0370833381209,141.03610312104044,23.04043583918785
669,129.59104658842165,144.15131474107665,23.405897296889922
670,130.4210832484592,146.42941414422086,23.18131341137503
671,132.99253281087374,148.5055157203361,23.15579655248918
672,133.50267126963334,149.36115191718437,26.03988704458119
673,135.1038055261786,150.2084915835549,26.170438426839773
674,134.32223405379852,150.26227024598228,25.601650000554812
675,135.27186466980646,150.15095280405774,25.23234272925612
676,136.7417034404675,152.310305259516,26.73236879732363
677,139.8317625616007,153.52883496594004,26.829410382066268
678,139.53777085897636,153.52314829790726,25.934162674143852
679,140.23530675666433,155.4917747179057,27.998642373685986
680,142.09743770911166,155.70306482347584,29.37468334630345
681,143.60388784564736,159.01720424351777,30.714311212048912
682,143.4241469900007,159.33129391282597,31.82552983054625
683,145.77614538961217,159.67102592524552,34.70815927214789
684,146.03406590497355,160.261106449945,36.64517558204181
685,146.16751442186288,160.03477895871333,39.376894399864966
686,147.8709034266697,158.92272764908793,39.18054991214924
687,149.91886435011023,159.28314220032894,40.40843969209645
688,150.41735359034084,158.98037763685173,42.330813934111504
689,152.4707173194225,159.53909453492662,45.24035044957982
690,154.9332981540557,158.2376765072362,46.59434537752068
691,156.08939767307052,160.28444168478,47.836089693749045
692,155.53982460769942,160.01171482905838,48.03341121042854
693,157.22439108039717,159.669035674924,45.90197825663346
694,157.23317266023219,161.0039158223733,46.98229819000383
695,158.25340685438812,161.32827985383287,48.946462806613525
696,159.1045887766899,163.85228785122706,48.30288474962363
697,160.626919649017,164.76421287142819,49.802608390218666
698,161.17943434395355,167.23452694596486,48.74389533720948
699,161.75047880562641,167.30517229841485,46.40216075348731
700,161.3286292466326,167.5219844925801,48.279647505165585
701,162.66158610859878,167.06143105974456,50.048817748613075
702,164.3856370439614,169.3239508013712,51.52909534328169
703,164.18612305646192,171.90575100849685,53.08761099123353
704,164.59067989676376,171.41007017996475,52.97476410872245
705,166.26516646890522,169.76131069942426,53.21922607390447
706,166.88213676370924,171.75320759762278,54.63018206133058
707,167.1772406872193,169.78472491883832,56.16290085718988
708,164.66228262394313,170.17371809034364,58.01382700672453
709,165.13526199807697,171.2821918701068,60.316060815715375
710,165.33732040456238,171.9678500974998,62.715471725228035
711,167.60669347648738,173.39118274169286,62.689396896383926
712,167.72288791152633,176.53738448248205,64.82337500282404
713,168.02053324571523,178.74295446714413,63.4637009405377
714,168.8710189305553,178.21006431275214,65.40420121841734
715,171.17320488474905,178.28064498094912,67.68125439569828
716,170.364633285039,178.17814508115308,69.46632155673365
717,171.55807558989528,180.48376085675147,66.28492451426045
718,168.78246788705243,182.86648795508344,67.74295604078988
719,171.5530614274954,182.89939550308168,69.99191829930919
720,171.53118548399732,182.24309560323152,72.09506751592812
721,172.24816978239988,181.3695875706935,73.5265159840844
722,172.1128830434332,181.62280473551334,73.53333131118904
723,171.9192446211971,181.40644183747264,74.46159230417484
724,174.71812650946052,181.57039171814483,74.47445262959668
725,177.11201119812256,181.72279117911395,73.70371742149419
726,180.05499020346758,182.05641624799483,75.84240047725422
727,180.65847587796532,182.838332600375,77.9683744051049
728,179.35876286942425,182.00350342637347,80.06027197455965
729,180.47223979082884,181.82612809952195,82.57674309309867
730,182.19209326109768,180.16333224816557,82.6649831550446
731,182.47637883924068,182.39377087596586,85.3897737086539
732,182.64260525580798,181.71597089469077,87.62676706410822
733,183.80114850046073,182.43717282313963,90.01022355928848
734,183.7529492801779,182.41770934668122,90.44283901394073
735,181.82873280061523,182.7641263849503,91.8581979653104
736,181.35358443990782,182.83151311404262,93.84680808294205
737,181.44351553254947,183.23723020519162,94.09309332285244
738,181.19380012177052,183.1741388026278,96.37620387644638
739,181.61940427493727,182.07774731565297,96.78428511818082
740,181.33510444571783,181.54903928681958,99.41578511841881
741,181.52152249665,182.3999214988541,101.50839875760151
742,180.81148542842905,183.27291774840768,103.61619515031062
743,180.47572136045875,181.70733796615082,105.90668172066125
744,180.5146822209802,181.60469254564563,108.58964431452044
745,180.33571798060686,182.3643234488657,109.4935270840122
746,180.9378372934339,182.56412547769153,112.72718752451686
747,181.3090269734052,182.63851517203332,115.84434228683418
748,181.87865319290773,182.96515621009124,118.33193809123999
749,182.15233015110437,184.0715022822107,121.1127955857724
750,182.51122342807824,184.74739844140416,121.83879441540621
751,181.28282385920127,184.73185858231426,123.01574001217848
752,181.9581987989658,184.83055477344612,125.50490753470032
753,181.8393299549488,188.00987017773943,126.42867953895174
754,183.286137439768,187.38857159300915,126.79423909973667
755,176.5222707500939,188.41655786530688,128.9663025695494
756,174.59880515582606,188.92381551745035,130.99265461802304
757,175.1497285032979,189.0625407772833,133.6961325908579
758,176.43481092578367,189.59494104563294,135.7805019812254
759,175.53451193776354,188.94244519727516,138.14564958631027
760,175.5999501847133,188.64456368437703,138.90514894725248
761,175.8352478757337,189.36045633990068,137.6934860590962
762,175.9047156222423,189.58239666866328,140.81563788273982
763,178.97302572535082,189.281319741745,141.61489700601075
764,181.72522770950647,190.23536215006462,141.06151111218216
765,184.22127098557016,190.64158184016824,142.9586426751553
766,184.62989187121963,190.69858130981515,145.4737391476062
767,184.4534228731204,190.95921591868998,147.82834229385858
768,185.09247761120835,191.94965532648223,147.4467203500832
769,185.64770014855222,191.52826937008484,149.9823522209438
770,186.16085395507446,191.7947292172788,152.25951868330486
771,185.69138543229604,191.59951875797898,154.6874748312509
772,185.35077114270538,192.14196458459008,154.30531495917955
773,185.38161956613047,191.79418443628137,157.0274014930409
774,185.47789067235897,192.22304161222667,157.44481041624738
775,185.22802390204234,192.62759314239713,160.98999098254072
776,185.8367341280763,193.37123293406006,161.20611099901873
777,185.58496524496124,192.76545158193758,163.41182653831672
778,185.88960222628964,192.75000404855936,166.2791056806748
779,186.72229787605045,193.61776481319876,166.79445968301997
780,187.0893325422051,193.1624707103589,167.06439618628477
781,185.3390957906614,192.9201344833326,167.53479189338412
782,187.8727907514085,192.71493816951212,168.85093142200603
783,185.7643067751986,193.1448802718827,168.22962162949693
784,185.67615326168692,192.96989093828813,168.68854423262653
785,186.37504415073684,193.4659506697645,167.9227990419361
786,186.88220817043396,194.90409799471644,170.4077948234999
787,182.63790212602055,195.23619019473824,171.527757820945
788,183.36561239565071,196.12428410234864,172.17476887968206
789,184.14267488824564,197.03566464869772,171.88790836115766
790,182.03257254792257,199.53337962109097,172.96231195889482
791,181.26940199993936,200.42721886390103,173.71234681410525
792,181.70626316372835,200.50632275976747,176.10084110250264
793,177.6208975929795,200.78508514032043,180.50568204690072
794,171.99526817505932,200.88634917285472,181.72192569368414
795,167.67668657502466,200.83400400608625,182.5760576929483
796,165.5768715555663,201.10039237780137,183.42320891729997
797,165.6628149181401,201.33727759906037,183.76907360373818
798,161.72862076945427,201.70770205389937,184.6338886513614
799,161.80628601950062,202.64747681336175,184.88879647043407
800,157.8505953049356,205.65799285999094,181.93549358523242
801,156.3257093795562,207.72929982094604,182.71392046181253
802,154.5319173680189,208.12158698188625,183.70258981828007
803,150.4760561572872,209.14341620332405,184.45584686281808
804,146.83043444675394,209.44310022511115,187.32168886952178
805,146.93427972448106,213.01436785918403,189.7053206482858
806,144.68816845587216,212.8174771193078,190.11973523242995
807,142.14108767684726,215.62969003565263,190.55057304362933
808,144.56182435160093,216.1025591960166,191.2478716768001
809,143.37792343589612,216.4477730974288,191.65295609268685
810,138.618890837601,217.43152857209955,192.0964815658091
811,134.03810174222838,217.1487620911607,192.40488029126854
812,135.2032234280427,217.59492622243218,193.34510724533976
813,130.0347666221501,218.19322778636666,196.33449700218824
814,124.26790581736245,218.82529294575818,196.755255742268
815,123.93969725994013,219.14614547083158,197.28552677279535
816,124.42338673876863,219.73341444850365,198.1153693743724
817,123.0820884462132,220.9679753877327,199.5740835290612
818,125.92015028065356,221.10112833487628,199.9676029823014
819,125.91944044391957,221.196768319334,198.1515651621556
820,123.58548322730006,221.87695764822482,198.30978953009114
821,123.62610481313814,222.54092979268773,199.24307519183148
822,123.734035306433,223.1148577297866,200.15311723351772
823,119.43160580298094,223.55888951306878,199.33121006053756
824,116.8681857907996,224.61700168962946,200.26042849401605
825,116.84304442501198,225.62766294535925,202.90347163269885
826,114.26136399673219,225.90814924912874,203.4788475394138
827,112.30037192476819,225.69698626986585,202.62905622056925
828,114.61737218687526,226.77804033124008,202.30636530530907
829,109.62694776988616,228.011207008811,202.32640639648426
830,110.09867849523808,230.61196989525658,202.82304416061635
831,110.06511988923155,231.62426659955625,202.62688727120687
832,104.08089730773298,232.32088539850417,200.4377925655055
833,104.16474512073171,232.2193920064027,200.9593808533517
834,99.98775212575259,232.86147672566585,201.37434679825026
835,102.63256709962279,233.1050788129751,201.91279457723925
836,100.77830153124876,234.2021431573795,202.2228308389997
837,99.10650996787494,227.46750145716067,202.70768431751955
838,99.7795544464862,227.88562415936326,203.01919308592696
839,96.31037823236724,228.66460440358836,203.8630535454112
840,96.47868317468797,225.68006839232675,203.97339482309226
841,96.71167416119278,225.96054361706322,203.87348805733447
842,97.30579295811843,226.1989604757159,204.34759306201147
843,97.21475044675671,227.88956395589437,204.4424984781838
844,97.51692789571256,228.37443247106145,204.82009704461507
845,98.57365399490786,223.3208948074164,205.56109889669395
846,98.88635819732298,223.1659227210656,205.65416583520434
847,99.51317216754212,222.68368349933021,205.41668523609084
848,99.11924821481782,222.7661559549253,205.67578256575413
849,99.58758569920715,222.46189249221422,206.05375751887442
850,96.29932618020439,223.17986098357613,206.49441210236142
851,95.97749350095373,223.71006380682732,206.70996459104796
852,95.4867115155556,222.64527180867532,206.87136662870284
853,95.51014713771288,222.7421103784093,207.10939463162555
854,94.9952915216285,222.68960043820596,207.69225497577435
855,100.28348280064914,222.70778179999215,207.79537004300343
856,102.2043318493414,222.71413109958502,207.29154024650347
857,101.22531545354883,215.63221583636343,207.48344493596167
858,101.13608138823089,212.8072691104797,208.22957875758678
859,99.96057201225324,213.85697802369452,208.181970233628
860,96.39129118765776,214.69456065748184,208.2973891553984
861,96.67616777657051,211.89596013245225,210.4182657318912
862,96.95592918655518,212.23237421305555,209.9632675293591
863,96.45533866819265,212.68628959116927,210.5781799013409
864,97.09689561308328,212.73770731205684,213.76367941397658
865,97.51153453947055,212.79761096013266,214.50832752742204
866,96.75880351944892,212.60089657020617,214.86647473246774
867,94.6238967961536,212.58549201115576,215.03264053999825
868,94.43256447919086,212.48247080620578,215.09828305032394
869,93.6782129381189,212.9041260926607,212.9885876079308
870,93.30898685473129,206.93321083887298,213.53614566976665
871,93.14180502839608,207.97314771687462,213.77644767027925
872,93.55178493764393,208.05239069891184,213.48455953154073
873,91.64499386384176,207.96712739272138,213.19019939637187
874,89.42591814132544,208.33843823274285,213.4590787058786
875,87.32780628102951,208.3618090301657,210.98041910718422
876,87.05959069344364,208.74508527465423,211.47442203543125
877,86.15020114040146,209.90091840096866,211.47379200845157
878,86.21886735783274,210.5345635903211,212.4252101984691
879,82.64077227027602,210.53908259847813,212.1571759126347
880,82.94112706191005,211.30008478089007,212.8108069254084
881,85.90850431749347,205.95107585026173,213.43437415543028
882,85.99027503834131,206.73721549721537,213.6611195907261
883,86.43902235755013,203.93873629714807,213.95704808155645
884,85.55115701617022,204.08602649395317,213.875025396093
885,82.73623452737048,201.37500397198545,214.55285303564574
886,80.11794330860414,200.61536788395944,214.77005454202538
887,82.14428726260564,200.68368514346037,214.9922004951437
888,82.20345041659546,200.31800829178547,214.80221461146135
889,81.61778065522272,197.1202731494967,214.91446908484602
890,81.17209716045016,197.68555658635344,212.3583879004014
891,81.97427275819317,197.25012645405096,212.8627503848491
892,81.43545974344318,197.82367541072304,212.9538268644737
893,86.05030345066618,194.27484961501065,212.35168456040495
894,90.49172613820518,194.23398640643404,211.43903200854345
895,94.05739630458551,194.2534360960305,208.89580046251427
896,96.67600652030856,193.79927171614992,208.73610152915575
897,95.24317275775933,194.52692070417862,206.8649297053309
898,99.69552054579555,195.18049029211738,206.4473065182383
899,100.13032744366204,195.17373264834598,209.14325965287884
900,103.50283361466127,195.52741272063056,212.97558786070715
901,105.3890583875206,189.31112291833634,212.91986854887287
902,107.66008471004352,189.88284588378394,213.1845189098366
903,109.27418605573206,189.2718197660556,213.32447188511534
904,112.58153797989944,186.90780286316692,213.23831315996395
905,112.1754729294918,186.41437449183394,212.7536672244625
906,114.4378339306719,182.47814094467543,213.1887684963801
907,116.88587657082022,182.43254483220372,213.60198548700748
908,117.0956117172225,182.38105845391914,213.8769606007561
909,115.94747224500438,182.40828543406423,213.30360832419058
910,117.75079242666598,181.97458252163236,213.2846550143338
911,122.90000662069878,181.9253093748581,211.9964442206925
912,121.93694252034895,179.36605458163095,211.28017722920214
913,126.47727884754173,179.55799789419333,211.57368965455814
914,129.89407373959398,179.64726909528147,211.82388652920622
915,130.3363237326771,179.74009244590525,211.22264198114837
916,129.64108740254093,179.81375897376137,210.646816318227
917,131.5948322562765,179.1852776317033,210.60886284791104
918,132.1635886449837,177.24101761762125,210.8132517156422
919,130.46206236495996,177.48077268476405,212.8240779599841
920,132.81931932752113,177.50298833743983,212.6462220506514
921,130.972117556111,177.23893997632993,212.40830755133877
922,131.06998655182147,177.37059367179893,212.43319950283254
923,133.1079792507976,177.55004893558925,212.22654649138326
924,136.01012793781211,177.30847148165878,212.26586416847346
925,136.79082157801577,177.19553993565285,212.87865372618737
926,139.0994792995717,174.7598822118102,212.93325099214962
927,140.9809883560574,175.13797654865346,213.931594608614
928,140.39765617737092,175.1159221858328,215.11435989798338
929,144.81010573882028,174.52741107444956,215.24280686083534
930,145.0534781423494,174.10701077434223,215.18489913280197
931,144.33120121069783,173.79409642519101,215.04320248303443
932,149.8975927956841,173.54725495491155,216.70054079516976
933,149.7162113576488,171.4166822426857,216.47928486958932
934,154.48717355084347,171.3892911240723,216.38668228690844
935,154.62193912281592,171.67009967160192,216.4602597478483
936,157.42344970318317,171.6739173485114,215.90229066016585
937,158.794541632686,178.67029756438092,215.57605246597538
938,158.9139596188678,178.67512424314708,215.56937377773863
939,163.02660973318905,178.22652918387675,215.20669467896147
940,163.57163137341144,182.1143447650727,212.28129239664904
941,162.82298863409136,181.83744687577658,209.88528292898147
942,161.9391211332205,181.45962819352803,209.76775032029946
943,161.55374599302945,180.7666925961713,207.340755304679
944,161.65597687963003,180.01220750821983,207.22286434733746
945,161.42096829201125,185.26447794124786,203.60204695191493
946,161.66237754223152,182.63738257573976,203.60495288959973
947,161.46534844518018,182.53095298704764,203.58693147936637
948,161.79366797111993,182.55866673151965,203.38623171520786
949,161.85643555397544,183.40312996365486,202.98995255448247
950,164.7940570004688,182.8897226233259,203.22799767011836
951,165.69308484442183,182.83690523432867,203.25431099707873
952,163.2112976696615,183.54056617022692,203.0514039253008
953,163.71488222718236,183.02795303670374,200.54282095742408
954,164.08211367856677,181.19408881238903,199.7978297828584
955,166.12080622422457,181.0239917559325,199.7015171251311
956,166.29956052902227,178.16710293442725,200.30818662076047
957,166.43580672688987,185.46293345166632,200.36482267320494
958,166.21636200650292,188.68177205852575,200.17991211944897
959,167.30614360243032,186.10451362109342,197.96023577065492
960,170.89927167675964,186.10105790299866,198.1954205170366
961,170.5926189832595,188.49785526686864,198.27359462761757
962,171.23320027299079,188.79681499478983,198.20792560379113
963,171.6425219928129,183.9692128372921,198.0657123729252
964,171.17151984434506,183.71461294450197,195.13009743288865
965,171.2055508211048,183.62344238140085,195.6944135805503
966,171.80586579461368,184.28309380185422,195.11230833753586
967,171.3921434737806,184.21511893442823,195.03436204002747
968,170.90860141456193,184.56537101077686,194.97988811321778
969,170.69062414649375,183.35189100311032,197.33856943616448
970,171.06160543518962,188.7982812862894,196.98512942040924
971,172.09237142891644,187.9690732111652,197.15332298007104
972,170.81081699743342,186.75704587289522,197.53569094813244
973,173.7941155634775,186.6844059655857,197.943048434313
974,173.13052140612803,183.9946665375121,197.950813628033
975,175.28420398841612,183.89153299242417,200.26530490993005
976,176.04928032496844,183.7808352191425,200.238032511816
977,175.16533273407194,183.1768003893581,200.24578037242816
978,175.74407539935063,182.50677618741295,200.083507744799
979,178.92862245331074,181.76600992782906,200.64768897900774
980,178.79070842157037,181.77765488347188,200.44569017372902
981,178.7800990325153,185.57344717408418,198.99947336112433
982,178.3167481593787,185.44142390469088,198.92734878878
983,179.27998171855873,187.49512501681514,198.79527125116223
984,181.57798127234554,185.06844745402535,199.3886510933585
985,184.0110053457152,187.90023997838048,198.9411455324054
986,185.78131716342546,188.72347099360232,198.3557558428127
987,185.37023715818114,186.68203130948226,197.5802369661819
988,185.18988404048653,187.80409847312785,197.41225261363041
989,184.98470616584936,188.17132065278102,197.65621520071352
990,188.09655076782212,187.56009719055044,197.72658021578525
991,184.61901293509592,186.20086375987756,197.42935240407056
992,185.86555643872504,185.4340502741157,195.14734446384534
993,186.2739859190736,186.59582610019098,195.75027913056798
994,187.09384392217027,186.7352668860677,193.62819652612998
995,186.02678270316042,186.9004191148844,196.2649266955841
996,185.27078092740393,186.9784833694358,193.7440136056388
997,184.82030688432482,186.3797250490909,196.1193774772799
998,181.64667537714732,186.1404212259011,196.616382364294
999,181.04239050856657,185.55612636943263,193.63249898281603
1000,182.08759460495236,185.8860488831885,193.14106685018544
1001,182.05100530998368,191.61385622864418,191.1503635405831
1002,182.22842743071797,190.82237936513056,190.3985820313868
1003,185.53560682865157,191.097038455877,190.33083040597634
1004,186.29849149274574,193.02592930302563,189.24507686116792
1005,186.48010907849104,192.7130374476051,189.5536104607321
1006,185.9393329606849,197.18360576109228,188.81436214502645
1007,183.03258254881663,195.0983807179808,189.06631674601053
1008,179.98025349712458,195.52193780480644,189.2534828012366
1009,182.46773249752786,194.92838059799556,189.6340023068017
1010,185.72265382330457,193.10417681044675,189.97953670754535
1011,185.86586997681795,192.90033591018656,191.9891902073203
1012,186.31870880856613,195.53713791744008,192.72330794419807
1013,186.86564405717573,192.66098022670602,192.98749032926042
1014,189.36226818067155,192.23053583045188,192.66892575905152
1015,189.3935631205767,192.4203008062923,189.44671539318742
1016,187.54250592269207,192.59811527954074,189.60842671852376
1017,188.16136501081218,192.85695141859188,191.48882965986246
1018,185.08815025277258,192.28894814797562,191.29283127652863
1019,186.3448246377521,191.98262643885468,191.90344104891253
